geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,rn
39460,-14.7572667196688,-43.9367028536504,manga,MG,1
39465,-14.7475793426879,-44.4118897444618,miravania,MG,1
39467,-14.2671016902966,-44.1595515670221,juvenilia,MG,1
39470,-15.0985402370304,-44.0927152672586,itacarambi,MG,1
39472,-16.3189014621077,-43.7232326622862,capitao eneas,MG,1
39473,-16.0421466000413,-43.553372810997,cacarema,MG,1
39475,-14.883869683636,-44.0839185063041,sao joao das missoes,MG,1
39478,-14.8539105505697,-43.9157325393261,matias cardoso,MG,1
39480,-15.4767917788602,-44.3709606973553,januaria,MG,1
39489,-15.2988245802542,-44.4134742786756,conego marinho,MG,1
39490,-15.3215715885418,-44.7601726049278,bonito de minas,MG,1
39492,-15.6131205138685,-44.3857168226362,pedras de maria da cruz,MG,1
39495,-14.4203495719498,-44.3665364628755,montalvania,MG,1
39497,-14.5198155020775,-44.3948457516013,sao sebastiao dos pocoes,MG,1
39500,-15.1577101652052,-42.8764983703485,monte azul,MG,1
39505,-15.082846151967,-43.1204165291892,gameleiras,MG,1
39508,-15.3374457016037,-43.6704040994654,jaiba,MG,1
39510,-14.9313427044382,-42.8158472218929,espinosa,MG,1
39516,-15.0481264161454,-42.9529619745746,mamonas,MG,1
39517,-15.5321712921537,-43.0699373587741,pai pedro,MG,1
39518,-15.8080385880762,-42.8710386019384,serranopolis de minas,MG,1
39520,-15.7382791066914,-43.0252699556273,porteirinha,MG,1
39523,-15.6548851368313,-43.0654077786274,tocandira,MG,1
39525,-15.8015597671285,-43.3012548858765,nova porteirinha,MG,1
39526,-15.3614075962237,-42.9617402607618,catuti,MG,1
39527,-15.3951132809424,-42.8576776776795,mato verde,MG,1
39529,-16.0066473078107,-43.0434339097638,riacho dos machados,MG,1
39530,-15.6127639831816,-42.5384847440016,rio pardo de minas,MG,1
39535,-15.3630749999999,-42.32312,vargem grande do rio pardo,MG,1
39536,-15.4938914717274,-42.2001032043445,indaiabira,MG,1
39538,-15.3435025997576,-42.6228281918361,santo antonio do retiro,MG,1
39540,-15.3127986656732,-42.0192973790979,sao joao do paraiso,MG,1
39547,-15.1770255378658,-42.4994423969707,montezuma,MG,1
39550,-15.8031378028157,-42.2325225592351,taiobeiras,MG,1
39553,-15.3203651268384,-41.7552379726859,ninheira,MG,1
39555,-15.616006037681,-41.7434045450886,berizal,MG,1
39558,-16.1212330560551,-42.5333915647327,fruta de leite,MG,1
39560,-16.1662448955818,-42.2989170391592,salinas,MG,1
39563,-16.0941142869475,-41.7483263134827,santa cruz de salinas,MG,1
39565,-16.4095364464284,-42.2625301417677,rubelita,MG,1
39568,-16.0149090434222,-42.4101324983765,novorizonte,MG,1
39569,-15.9401258025217,-41.858716192344,curral de dentro,MG,1
39570,-16.5624879852248,-42.893707696494,grao mogol,MG,1
39573,-16.364194024688,-42.5153089466944,padre carvalho,MG,1
39575,-16.5444806946669,-42.5153527229937,josenopolis,MG,1
37927,-20.3457436439884,-46.4838767278742,são josé do barreiro,MG,1
37928,-20.2465009405357,-46.36537269639,são roque de minas,MG,1
37930,-20.6187115498748,-46.0496994998609,capitolio,MG,1
37940,-20.8693615006013,-46.3944611699319,alpinopolis,MG,1
37945,-20.751525,-46.31774175,sao jose da barra,MG,1
37948,-21.01911768695,-46.5235987955349,bom jesus da penha,MG,1
37950,-20.9022130613115,-47.0033963687785,são sebastião do paraíso,MG,1
37952,-20.9157644879805,-47.1561983326344,guardinha,MG,1
37955,-21.0799360624795,-47.0446040285562,itamogi,MG,1
37958,-21.1882874656811,-46.9837983677728,monte santo de minas,MG,1
37960,-20.7773263042072,-47.0986596587864,sao tomas de aquino,MG,1
37965,-21.0240005460862,-46.7472559449591,jacui,MG,1
37968,-21.1906164217785,-46.9705777348748,monte santo de minas,MG,1
37970,-20.7477739477504,-46.8612246316586,pratapolis,MG,1
37973,-21.0881215337497,-47.0497802896232,itamogi,MG,1
37975,-20.7479673602504,-46.7579232595859,itau de minas,MG,1
37980,-20.5755476175003,-46.9230883466863,cassia,MG,1
37990,-20.4628880263713,-47.126933136815,ibiraci,MG,1
37993,-20.6219367003277,-47.0534152238957,capetinga,MG,1
37997,-20.40093,-47.2876065,claraval,MG,1
38010,-19.7525205364995,-47.9398874671072,uberaba,MG,1
38015,-19.7502294765422,-47.9325047375786,uberaba,MG,1
38017,-19.7410978287553,-47.9193788716314,uberaba,MG,1
38020,-19.7645510219285,-47.9485560648047,uberaba,MG,1
38022,-19.7589996858152,-47.940363500733,uberaba,MG,1
38025,-19.7522536064401,-47.9276840800681,uberaba,MG,1
38026,-19.7632897192777,-47.9194239290353,uberaba,MG,1
38030,-19.7657706684567,-47.93703847868,uberaba,MG,1
38031,-19.771428107981,-47.9243048655289,uberaba,MG,1
38035,-19.7633128673322,-47.900939877604,uberaba,MG,1
38036,-19.770985026372,-47.9154475006925,uberaba,MG,1
38037,-19.7756353509069,-47.9111317726781,uberaba,MG,1
39741,-18.673502264655,-42.7755628002912,correntinho,MG,1
39742,-18.9188405870486,-42.618896502637,sapucaia de guanhaes,MG,1
39745,-18.8933127830536,-43.0841396065475,senhora do porto,MG,1
39750,-18.665026140528,-43.082296652466,sabinópolis,MG,1
39755,-18.4734442642982,-43.0602130411875,materlandia,MG,1
39765,-18.4307360163548,-42.8675180250607,paulistas,MG,1
39770,-18.2387728393619,-42.8373136540042,coluna,MG,1
39775,-18.2208141136852,-42.504331467164,jose raydan,MG,1
39780,-18.1802331671985,-42.4187129107253,santa maria do suacui,MG,1
39784,-18.363571942528,-42.5974313760536,sao pedro do suacui,MG,1
39785,-18.3253656966725,-42.1441999309545,sao jose da safira,MG,1
39790,-17.9887851253137,-42.3918958534063,agua boa,MG,1
39795,-18.0886013183399,-42.5746737393351,são sebastião do maranhão,MG,1
39800,-17.8500539464043,-41.5148796720426,teófilo otoni,MG,1
39801,-17.8566475863742,-41.4993644622895,teofilo otoni,MG,1
39802,-17.8685104733036,-41.5107276151385,teofilo otoni,MG,1
39803,-17.8754073261782,-41.5079326434623,teófilo otoni,MG,1
39804,-17.8581421498812,-41.5159834237875,teofilo otoni,MG,1
39807,-21.7817326980235,-43.3415634899678,topazio,MG,1
39809,-17.88139,-41.31083,pedro versiani,MG,1
39810,-17.1877970695576,-41.6983446756441,carai,MG,1
39812,-17.1841699999999,-41.46528,ponto do marambaia,MG,1
39813,-17.1582111532651,-41.5650149237799,marambainha,MG,1
39814,-17.432591429193,-40.996829301901,pavao,MG,1
39815,-17.4004669379811,-41.6754075146071,itaipe,MG,1
39816,-17.3011332407434,-41.5154738888484,catuji,MG,1
39817,-17.4157252637191,-41.2171228003032,novo oriente de minas,MG,1
39818,-17.0753463790005,-41.4922873644019,padre paraiso,MG,1
39820,-17.4701012119992,-41.8747115603165,novo cruzeiro,MG,1
39823,-17.2756441673848,-42.0150089138355,queixada,MG,1
39825,-17.6309380530142,-41.7410112063874,ladainha,MG,1
39826,-17.67972,-41.87639,concordia de mucuri,MG,1
39827,-17.8100146330992,-41.7913041431749,pote,MG,1
39830,-18.0386412677659,-41.677872979552,itambacuri,MG,1
39835,-18.2416712035146,-41.7281778768311,campanário,MG,1
39837,-18.4607152709515,-41.8064609050821,jampruca,MG,1
39840,-18.0737586653328,-41.5474607879507,frei gaspar,MG,1
39848,-18.4840989082416,-41.3915064903559,sao jose do divino,MG,1
39850,-18.0369682750373,-41.1091650634317,ataleia,MG,1
39855,-18.0697519709861,-41.2704648223025,ouro verde de minas,MG,1
39860,-17.8468570832548,-40.3456633199228,nanuque,MG,1
39862,-17.8433413899995,-40.3638460971551,nanuque,MG,1
39864,-17.7045558057771,-40.7687839513554,carlos chagas,MG,1
39865,-17.6993807051065,-40.7658426291773,presidente pena,MG,1
39866,-17.91,-41.01361,epaminondas otoni,MG,1
39868,-17.7322169999999,-40.245992,serra dos aimores,MG,1
39870,-16.8891339699105,-40.9264576768977,fronteira dos vales,MG,1
39873,-17.0780358296328,-40.7176475394038,machacalis,MG,1
39874,-16.9364190479978,-40.6837418223819,santa helena de minas,MG,1
39875,-17.0584466386347,-40.5712252589916,bertopolis,MG,1
39878,-17.2540419714177,-40.570980386814,umburatiba,MG,1
39880,-17.0768721968662,-40.9336666160864,aguas formosas,MG,1
39885,-17.2775213401635,-41.0889441139695,crisolita,MG,1
39888,-19.7616101316939,-43.8499222455857,nova santa luzia,MG,1
39890,-16.6623045405868,-41.0179286098619,joaima,MG,1
39893,-16.8667299967749,-41.2527346709668,monte formoso,MG,1
39895,-16.639084037018,-40.7601303841492,felisburgo,MG,1
38160,-19.1698412329917,-47.6761005783214,nova ponte,MG,1
38170,-19.3521221298625,-47.2946473206481,perdizes,MG,1
38175,-19.3149167569713,-47.5291479233126,santa juliana,MG,1
38178,-19.2287483914344,-47.4655793577995,pedrinopolis,MG,1
38180,-19.5757824314662,-46.9532514636467,araxá,MG,1
38181,-19.570844519111,-46.9388973671007,araxa,MG,1
38182,-19.6000681421351,-46.9212395947673,araxa,MG,1
38183,-19.5985813870473,-46.9367618033839,araxá,MG,1
38184,-19.6024238447688,-46.9453931932352,araxa,MG,1
38185,-19.9267163796509,-46.8235581573922,tapira,MG,1
38190,-19.8714676834691,-47.4407762227673,sacramento,MG,1
38195,-19.9346472448032,-47.5454730984814,conquista,MG,1
38198,-19.8585275504987,-47.5834195925438,guaxima,MG,1
38200,-20.01300934411,-48.938468718671,frutal,MG,1
38205,-18.8670627631282,-48.264116980103,aparecida de minas,MG,1
38210,-19.9083081536343,-48.7034654671818,pirajuba,MG,1
38220,-20.1373505020785,-48.6998173472834,planura,MG,1
38230,-20.2798712546765,-49.2016289432421,fronteira,MG,1
38240,-19.9005312458129,-49.3718206843597,itapagipe,MG,1
38250,-19.6930356838225,-49.0824452135486,comendador gomes,MG,1
38260,-19.8592195072453,-49.7706860670235,sao francisco de sales,MG,1
38270,-19.5339940957465,-49.4819479533244,campina verde,MG,1
38272,-19.5611441347059,-50.0124577372155,honorópolis,MG,1
38280,-19.7279083972491,-50.206506752756,iturama,MG,1
38282,-19.6948181267856,-50.4568735391764,alexandrita,MG,1
38288,-19.5270376998906,-50.3330072664323,uniao de minas,MG,1
38290,-19.697796,-50.688405,carneirinho,MG,1
40155,-13.0046481831172,-38.5177051346994,salvador,BA,1
40157,-13.0027624136401,-38.516386438429,salvador,BA,1
40170,-13.0068261931733,-38.5082886998384,salvador,BA,1
40210,-12.9986292243861,-38.5106285167945,salvador,BA,1
40213,-12.9961806106093,-38.5099415317168,salvador,BA,1
40215,-12.9654620733141,-38.4105594810214,salvador,BA,1
40220,-12.9729893082157,-38.459559829553,salvador,BA,1
40221,-12.9983485752412,-38.4959546460344,salvador,BA,1
40223,-13.0035864606745,-38.4995088033723,salvador,BA,1
40226,-13.0011811501529,-38.514005387039,salvador,BA,1
40230,-12.996866323498,-38.4971011714085,salvador,BA,1
40231,-12.9994569744648,-38.5036671952508,salvador,BA,1
40240,-12.9860025738559,-38.5054207471909,salvador,BA,1
40241,-12.9803645092951,-38.4969804743954,salvador,BA,1
40243,-12.9988198498471,-38.5183394372728,salvador,BA,1
40245,-12.9862541994773,-38.5042929829613,salvador,BA,1
40250,-12.978008749666,-38.4868791579876,salvador,BA,1
40251,-12.9829757377633,-38.4910365781936,salvador,BA,1
40252,-12.9828058911177,-38.4902583127092,salvador,BA,1
40253,-12.981665954464,-38.4869893290898,salvador,BA,1
40254,-12.9793934132093,-38.4898197128574,salvador,BA,1
40255,-12.9769040641122,-38.5005347761556,salvador,BA,1
40260,-12.972797559813,-38.4936310109643,salvador,BA,1
40265,-12.9734944468521,-38.4801530872815,salvador,BA,1
40270,-12.9722655220728,-38.4911724446304,salvador,BA,1
40275,-12.9847554176214,-38.4780686813164,salvador,BA,1
40276,-12.9858784889446,-38.4803834531323,salvador,BA,1
40279,-12.9874503322667,-38.4720530850666,salvador,BA,1
40280,-12.9901030202551,-38.4737504557389,salvador,BA,1
40283,-12.9849860316521,-38.4922030124935,salvador,BA,1
40285,-12.991158,-38.492271,salvador,BA,1
40286,-12.9940973227826,-38.4868927399446,salvador,BA,1
40290,-12.9956880699406,-38.4922285191586,salvador,BA,1
40295,-13.0005941471221,-38.4911376039799,salvador,BA,1
40296,-12.9938635531479,-38.4766798832881,salvador,BA,1
40300,-12.9677751007595,-38.4942563998379,salvador,BA,1
40301,-12.9683232078885,-38.4996447500721,salvador,BA,1
40302,-12.9661018095379,-38.4947285900474,salvador,BA,1
40310,-12.9605360164133,-38.4821714935211,salvador,BA,1
40313,-12.9671333374525,-38.4852701235956,salvador,BA,1
40314,-12.9620937128954,-38.4856933880917,salvador,BA,1
40315,-12.9644084425278,-38.4819236431565,salvador,BA,1
40318,-12.961241765121,-38.4881839430443,salvador,BA,1
40320,-12.9557341357262,-38.4925194482371,salvador,BA,1
40321,-12.9550995329741,-38.4901122183316,salvador,BA,1
40323,-12.9569971839302,-38.4769875044159,salvador,BA,1
40325,-12.9513804200014,-38.498008812947,salvador,BA,1
40327,-12.9449556237588,-38.4920586242897,salvador,BA,1
40330,-12.9566043373715,-38.4868113962986,salvador,BA,1
40335,-12.9523159520095,-38.4861715259587,salvador,BA,1
40340,-12.9545134505678,-38.4785844526985,salvador,BA,1
40342,-12.9471272570927,-38.4848544833647,salvador,BA,1
40349,-12.9383672171171,-38.4913935772314,salvador,BA,1
40350,-12.9456838905813,-38.4757481033261,salvador,BA,1
40352,-12.9376247109458,-38.4815121976293,salvador,BA,1
40353,-12.9398646442269,-38.4753750244992,salvador,BA,1
40354,-12.9484598647848,-38.4762239468055,salvador,BA,1
40355,-12.9472867876867,-38.4824194334538,salvador,BA,1
40357,-12.9454542317261,-38.4761651637592,salvador,BA,1
40365,-12.94371,-38.48636475,salvador,BA,1
40366,-12.9448716705522,-38.4870995306711,salvador,BA,1
40367,-12.9450155625544,-38.492026656932,salvador,BA,1
40368,-12.9512880359467,-38.4950879972349,salvador,BA,1
40370,-12.94560785269,-38.49321044193,salvador,BA,1
40375,-12.9492756603651,-38.4978025726411,salvador,BA,1
40385,-12.9298036139027,-38.4797258199331,salvador,BA,1
40386,-12.9234089848644,-38.476154962161,salvador,BA,1
40387,-12.9228909416875,-38.4778947727044,salvador,BA,1
40390,-12.9324560814932,-38.4779017194401,salvador,BA,1
40391,-12.9334094627312,-38.4782525616783,salvador,BA,1
40393,-12.9280972053011,-38.4829834510342,salvador,BA,1
38447,-18.662277972168,-48.1930779078116,araguari,MG,1
38455,-18.5340130454949,-48.1962951203255,amanhece,MG,1
38460,-18.5799127579539,-47.8808302547723,cascalho rico,MG,1
38465,-18.4294204004405,-49.1857953577499,araporã,MG,1
38470,-18.4961353257436,-47.7213801592461,grupiara,MG,1
38475,-18.8774281081985,-48.8803452790275,monte alegre de minas,MG,1
38480,-18.595788690733,-48.6924199956262,tupaciguara,MG,1
38490,-19.0353012463248,-47.9204277810793,indianopolis,MG,1
38500,-18.7314301051379,-47.4976307191757,monte carmelo,MG,1
38510,-18.9848061586617,-47.4639114227273,irai de minas,MG,1
38520,-18.8879377829363,-47.5826256020788,romaria,MG,1
38525,-18.7393856757189,-47.6913451471321,estrela do sul,MG,1
38530,-18.4323612791328,-47.6090440697832,douradoquara,MG,1
38540,-18.4899241218035,-47.4049471931053,abadia dos dourados,MG,1
38550,-18.4743713259576,-47.2077620354057,coromandel,MG,1
38570,-17.7728744967875,-47.097498750289,guarda-mor,MG,1
38600,-17.2156467676284,-46.867066078555,paracatu,MG,1
38602,-17.2256206688495,-46.8823998921934,paracatu,MG,1
38603,-17.2281115375531,-46.8806920438763,paracatu,MG,1
38606,-21.7223185924187,-43.39645805655,paracatu,MG,1
38607,-17.2234647914824,-46.8583437296115,paracatu,MG,1
38610,-16.3501713745508,-46.9236882914807,unai,MG,1
38625,-16.1237573081915,-47.291354194667,cabeceira grande,MG,1
38630,-16.0604679956973,-46.2515425930657,uruana de minas,MG,1
38640,-16.2187449451565,-45.9985829604027,riachinho,MG,1
38649,-16.1265085602006,-45.7421020222856,urucuia,MG,1
38650,-16.5644878742997,-45.9850231755491,bonfinopolis de minas,MG,1
38654,-16.6503699496209,-46.2718763339545,dom bosco,MG,1
38658,-16.5024467569843,-46.4971588782244,natalandia,MG,1
38660,-15.6387035289804,-46.4364711649823,buritis,MG,1
41262,-12.9284403213977,-38.4070787864274,salvador,BA,1
41270,-12.9163952138186,-38.4697277997239,salvador,BA,1
41275,-12.9110729913812,-38.4657850261326,salvador,BA,1
41280,-12.9139952009807,-38.4704550764128,salvador,BA,1
41285,-12.9153258964741,-38.4709875817415,salvador,BA,1
41290,-12.9021841380949,-38.4635580639551,salvador,BA,1
41291,-12.989735213836,-38.4768919265032,salvador,BA,1
41295,-12.901145951739,-38.4668529161116,salvador,BA,1
41297,-12.90438,-38.4683333793408,salvador,BA,1
41300,-12.8689522518711,-38.4309487342622,salvador,BA,1
41301,-12.8826107052202,-38.4365357674998,salvador,BA,1
41305,-12.8771953657269,-38.4361150971805,salvador,BA,1
41306,-12.9575621470912,-38.4863815587263,salvador,BA,1
41307,-13.008520550378,-38.4875692127359,salvador,BA,1
41308,-12.8618115602408,-38.4226771207171,salvador,BA,1
41310,-12.8930265,-38.4223635,salvador,BA,1
41311,-12.8880982190327,-38.436995632589,salvador,BA,1
41315,-12.9051341072981,-38.4484460189245,salvador,BA,1
41320,-12.9004955472613,-38.4338180267313,salvador,BA,1
41321,-12.9092182566548,-38.4324991672265,salvador,BA,1
41322,-12.9044924792739,-38.4258456964942,salvador,BA,1
41330,-12.8995190107137,-38.4161818576661,salvador,BA,1
41333,-12.8911042876491,-38.4349264908362,salvador,BA,1
41334,-12.8981210514813,-38.4243851660596,salvador,BA,1
41335,-12.894345,-38.42124975,salvador,BA,1
41336,-12.8956455,-38.430729,salvador,BA,1
41337,-12.9006933847286,-38.3573748977001,salvador,BA,1
41338,-12.901752,-38.4205635,salvador,BA,1
41339,-12.8993625,-38.407536,salvador,BA,1
41340,-12.8967845949011,-38.4085682139893,salvador,BA,1
41341,-12.887487,-38.414349,salvador,BA,1
41342,-12.9023318398088,-38.4051481246469,salvador,BA,1
41343,-12.9044484762006,-38.3940731430085,salvador,BA,1
41345,-12.9048795,-38.3879385,salvador,BA,1
41349,-12.8977965786831,-38.4853226749956,salvador,BA,1
41350,-12.9177489174613,-38.4116638509603,salvador,BA,1
41351,-12.9172483460693,-38.4047493912784,salvador,BA,1
41370,-12.917034,-38.419992,salvador,BA,1
41385,-12.9139896115648,-38.4388535732577,salvador,BA,1
41386,-12.9182362739162,-38.435107146178,salvador,BA,1
41387,-12.9722856873866,-38.5132424862082,salvador,BA,1
41388,-12.9088353815361,-38.3756022701253,salvador,BA,1
41390,-12.9136031329728,-38.4443756570625,salvador,BA,1
41400,-12.9878284059516,-38.4830773357008,salvador,BA,1
41402,-12.9737620951855,-38.4929075822206,salvador,BA,1
41410,-12.9756116733993,-38.434644303199,salvador,BA,1
41480,-12.922014767692,-38.3771177125873,salvador,BA,1
41483,-12.9889128222597,-38.4546166226262,salvador,BA,1
41490,-12.9411550492852,-38.4507871986812,salvador,BA,1
41500,-12.9158885323805,-38.4246493546673,salvador,BA,1
41502,-12.9003111093542,-38.3532798039125,salvador,BA,1
41505,-12.8801910178075,-38.3748876068557,salvador,BA,1
41510,-12.9146028254515,-38.3520099127257,salvador,BA,1
41515,-12.9285701394751,-38.3706340611997,salvador,BA,1
41520,-12.9134476006773,-38.334984961799,salvador,BA,1
41590,-12.9996591962317,-38.461918656818,salvador,BA,1
41600,-12.9412139388318,-38.3400004572869,salvador,BA,1
41603,-12.932919,-38.32929,salvador,BA,1
41610,-12.9462483341796,-38.3611559095159,salvador,BA,1
41611,-12.9381103863466,-38.3592506647239,salvador,BA,1
41612,-12.9455025635861,-38.3760634373505,salvador,BA,1
41613,-12.9578016596244,-38.3950639742454,salvador,BA,1
41615,-12.9394813827399,-38.3729119730798,salvador,BA,1
41620,-12.9472114293669,-38.3533741527787,salvador,BA,1
41630,-12.9317024074384,-38.3642906487679,salvador,BA,1
41635,-12.9154046591877,-38.3522338785085,salvador,BA,1
41640,-12.9530214967945,-38.3595385585985,salvador,BA,1
38790,-18.3427696490812,-45.8375484349052,sao goncalo do abaete,MG,1
38794,-18.3916055305717,-46.0413879154559,varjao de minas,MG,1
38800,-19.3135703087657,-46.0493074561717,sao gotardo,MG,1
38803,-19.36833,-46.1219399999999,guarda dos ferreiros,MG,1
38805,-19.5269430758028,-45.9650521981632,santa rosa da serra,MG,1
38810,-19.1962381399777,-46.2397625821433,rio paranaiba,MG,1
38819,-19.6769892819433,-51.188937484952,rio paranaiba,MG,1
38840,-19.004572356442,-46.3043732020461,carmo do paranaiba,MG,1
38845,-18.8608451199272,-46.086089358214,carmo do paranaiba,MG,1
38860,-19.0327344132256,-46.1545965,arapua,MG,1
38870,-19.2224864289537,-45.9695654623422,matutina,MG,1
38880,-19.0072335529254,-45.9645305088209,tiros,MG,1
38900,-20.016417144406,-45.9738730470117,bambui,MG,1
38910,-20.1810552193245,-45.7075592611157,iguatama,MG,1
38930,-19.996440553329,-46.2228496504583,medeiros,MG,1
38950,-19.4916702998648,-46.5475855997579,ibiá,MG,1
38960,-19.7532990642966,-46.3859422559888,pratinha,MG,1
38970,-19.7018474760907,-46.1674216357666,campos altos,MG,1
38980,-19.88706567567,-46.0201662384212,tapirai,MG,1
38990,-19.8235171648688,-45.9045819788597,corrego danta,MG,1
39100,-18.246137171358,-43.6059432064627,diamantina,MG,1
39110,-18.088435113703,-43.7422717195328,sao joao da chapada,MG,1
39112,-17.8100036830566,-43.4182903004842,senador mourao,MG,1
39113,-17.6948838527831,-43.3332444453706,desembargador otoni,MG,1
39120,-18.4423154439801,-43.7392577963721,gouveia,MG,1
39130,-18.4430510330415,-43.6588805082604,datas,MG,1
39135,-18.6177636952547,-43.5654360537728,presidente kubitschek,MG,1
39140,-18.7284380157062,-43.3627949804881,alvorada de minas,MG,1
39150,-18.5936645649683,-43.392201343739,serro,MG,1
41815,-12.9937604862663,-38.4742094257708,salvador,BA,1
41820,-12.9785671644711,-38.4605080506292,salvador,BA,1
41825,-12.9981135952245,-38.4630933979923,salvador,BA,1
41830,-13.0030454382537,-38.4680339475446,salvador,BA,1
41900,-13.0127680219191,-38.4721302836085,salvador,BA,1
41905,-13.009390767888,-38.4756517387452,salvador,BA,1
41906,-12.9095638335464,-38.4191637590226,salvador,BA,1
41915,-12.9879642515599,-38.4833864681111,salvador,BA,1
41920,-13.0004039523413,-38.4810302901277,salvador,BA,1
41925,-12.9994103694351,-38.4774721096745,salvador,BA,1
41927,-13.0064951738142,-38.4767749125477,salvador,BA,1
41940,-13.0113322580431,-38.4853784397946,salvador,BA,1
41941,-13.0126620176024,-38.4795171897722,salvador,BA,1
41950,-13.009900924231,-38.4923913105776,salvador,BA,1
41970,-13.0020542339719,-38.5035963841249,salvador,BA,1
41980,-13.0101468265336,-38.4955072178718,salvador,BA,1
42600,-12.7380510635973,-38.6025274685656,madre de deus,BA,1
42700,-12.8765016042184,-38.3355739278377,lauro de freitas,BA,1
42701,-12.8743180721623,-38.305147075769,lauro de freitas,BA,1
42702,-12.86859122396,-38.3013568036241,lauro de freitas,BA,1
42703,-12.8975350064457,-38.3234252068001,lauro de freitas,BA,1
42704,-12.8985627732414,-38.3195545299786,lauro de freitas,BA,1
42705,-12.8930264302896,-38.3086117473706,lauro de freitas,BA,1
42706,-12.896271607825,-38.3015197296728,lauro de freitas,BA,1
42707,-12.8913814901819,-38.2951110479193,lauro de freitas,BA,1
42708,-12.8809697408644,-38.2950728741399,lauro de freitas,BA,1
42709,-12.8765730699406,-38.291167026372,lauro de freitas,BA,1
42710,-12.8715917399435,-38.2937607596512,lauro de freitas,BA,1
42711,-12.8678046726198,-38.3198302589286,lauro de freitas,BA,1
42712,-12.9029507560336,-38.3350247774806,lauro de freitas,BA,1
42713,-12.8668113805182,-38.3017119672514,lauro de freitas,BA,1
42714,-12.8705150564412,-38.3049228313712,lauro de freitas,BA,1
42717,-12.8779066311386,-38.3258544307519,lauro de freitas,BA,1
42721,-12.8884439753015,-38.3379391414103,lauro de freitas,BA,1
42722,-12.8856765575288,-38.3390959853731,lauro de freitas,BA,1
42733,-12.8413901760946,-38.338426020294,lauro de freitas,BA,1
42738,-12.8909887646431,-38.338305757978,lauro de freitas,BA,1
42739,-12.8972937453248,-38.3398482116633,lauro de freitas,BA,1
42740,-12.8833464446304,-38.3505320641122,lauro de freitas,BA,1
42800,-12.7038747613754,-38.321140723089,camacari,BA,1
42801,-12.7049418931525,-38.3122832806426,camacari,BA,1
42802,-12.7105874058594,-38.3144189668136,camacari,BA,1
42803,-12.711508868,-38.32803,camacari,BA,1
42804,-12.7224433139472,-38.3302854106794,camacari,BA,1
42805,-12.7075776932822,-38.3390761924137,camacari,BA,1
42806,-12.7130908150616,-38.3285259927233,camaçari,BA,1
42807,-12.6960990558325,-38.3346039995322,camacari,BA,1
42808,-12.6910748152307,-38.3317226864497,camacari,BA,1
42809,-12.6955993507084,-38.3233088584019,camacari,BA,1
42810,-12.6507615583039,-38.3034855602313,camacari,BA,1
42820,-12.6231627293375,-38.0884037763407,monte gordo (camacari) - distrito,BA,1
42827,-12.660831,-38.0909115,camacari,BA,1
42833,-11.089423326182,-43.1413781005748,barra do jacuipe,BA,1
42835,-12.7621161537852,-38.1815228569595,arembepe,BA,1
42840,-12.82463,-38.2554699999999,abrantes,BA,1
42841,-12.860712,-38.2874535,catu de abrantes,BA,1
42849,-12.7641345710335,-38.3226938078117,camacari,BA,1
42850,-12.6168717935293,-38.295526190294,dias d'avila,BA,1
43700,-12.7796192770533,-38.3835196344521,simoes filho,BA,1
43805,-12.668615588822,-38.5468888331051,candeias,BA,1
43806,-12.6602188754077,-38.5352207330089,candeias,BA,1
39385,-18.5730274212142,-46.5015336754695,vista alegre,MG,1
39387,-17.3142176748389,-44.2301234508121,francisco dumont,MG,1
39390,-17.1105580448911,-43.8119621386513,bocaiúva,MG,1
39397,-17.0125982080754,-43.6697858502638,guaraciama,MG,1
39398,-17.3988231514314,-43.5692337567597,olhos-d agua,MG,1
39400,-16.730973,-43.866873,montes claros,MG,1
39401,-16.7187714123393,-43.8810806738632,montes claros,MG,1
39402,-16.7346717485429,-43.8487817210744,montes claros,MG,1
39403,-16.7416041899442,-43.8855977691082,montes claros,MG,1
44340,-12.6167139294256,-38.9849655803338,muritiba,BA,1
44345,-12.5401258845543,-39.1849283201852,cabaceiras do paraguacu,BA,1
44350,-12.59977459362,-39.0414373825695,governador mangabeira,BA,1
44360,-12.606097128897,-38.9691582549679,sao felix,BA,1
44380,-12.6687306399081,-39.1089099939636,cruz das almas,BA,1
44400,-13.0318474347034,-39.0252287704847,nazare,BA,1
44420,-12.7740546686965,-38.9204141035515,maragogipe,BA,1
44428,-23.5143025462093,-47.1308393553956,sao roque do paraguacu,BA,1
44450,-12.8713522243337,-38.761934798767,salinas da margarida,BA,1
44460,-12.9244815115991,-38.6553508484192,itaparica,BA,1
44470,-12.9743956629286,-38.6214716405,vera cruz,BA,1
44480,-13.1125533913287,-38.8946150959435,jaguaripe,BA,1
44490,-13.0782369562773,-38.9996035249577,aratuípe,BA,1
44500,-12.7714817770322,-39.4233721081317,castro alves,BA,1
44520,-12.4827059999999,-39.6186829999999,rafael jambeiro,BA,1
44530,-12.7321670540801,-39.1884116081603,sapeacu,BA,1
44540,-12.7735960602153,-39.1695553876798,conceicao do almeida,BA,1
44550,-12.8422440574152,-39.0839259316556,sao felipe,BA,1
44560,-12.9053831818145,-39.1933873403738,dom macedo costa,BA,1
44565,-12.9716428735752,-39.3948956222782,varzedo,BA,1
44570,-12.9745279979504,-39.2676264601464,santo antônio de jesus,BA,1
